HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_A,Input.video_url_B,Answer.ranking,Answer.ranking.label,Approve,Reject
3VI0PC2ZAYBW0P8TCSMXWSNT0XIXOX,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3A1PQ49WVI8G5RZ7ROB16UHGFONH1X,A16QYGJTBFR6WM,Submitted,Tue May 07 12:14:40 PDT 2019,Tue May 07 12:15:28 PDT 2019,Fri May 10 12:15:28 PDT 2019,,,,48,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00250_crop.webm,,B,,
3VI0PC2ZAYBW0P8TCSMXWSNT0XIXOX,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3J2UYBXQQM301DU8ZMGXVY9G1I260J,A9HVFM0YUY00Q,Submitted,Tue May 07 12:15:28 PDT 2019,Tue May 07 12:21:31 PDT 2019,Fri May 10 12:21:31 PDT 2019,,,,363,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00250_crop.webm,,B,,
3ZG552ORAMVQPTETPFNI1UN5JHF2VU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3180JW2OT53BKFVGGBGYLXAC4WYJ5O,A2EN7IXP9RG0O2,Submitted,Tue May 07 12:16:59 PDT 2019,Tue May 07 12:18:34 PDT 2019,Fri May 10 12:18:34 PDT 2019,,,,95,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00300_crop.webm,,B,,
3ZG552ORAMVQPTETPFNI1UN5JHF2VU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,338JKRMM27QCZFC7N74UHVAJJIUAHF,ACJ0MI7CUEP6O,Submitted,Tue May 07 12:15:41 PDT 2019,Tue May 07 12:16:06 PDT 2019,Fri May 10 12:16:06 PDT 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00300_crop.webm,,B,,
3ZG552ORAMVQPTETPFNI1UN5JHF2VU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3WQQ9FUS6BLOPEG6QHAKZT1QYHQB8X,A3RYI5HXC2MJLN,Submitted,Tue May 07 12:16:53 PDT 2019,Tue May 07 12:23:10 PDT 2019,Fri May 10 12:23:10 PDT 2019,,,,377,100% (16/16),100% (16/16),100% (14/14),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00300_crop.webm,,B,,
3PA41K45VNVK6AE39FVERTFV8907PU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,34FNN24DCN01F4QF2BH1VKP0H075Y4,AA9Y4BEMJYWN1,Submitted,Tue May 07 12:16:55 PDT 2019,Tue May 07 12:18:27 PDT 2019,Fri May 10 12:18:27 PDT 2019,,,,92,100% (1/1),100% (1/1),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00350_crop.webm,,B,,
3PA41K45VNVK6AE39FVERTFV8907PU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3BXQMRHWK0PI62RGK91Y91U977MUML,A9HVFM0YUY00Q,Submitted,Tue May 07 12:17:42 PDT 2019,Tue May 07 12:19:26 PDT 2019,Fri May 10 12:19:26 PDT 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00350_crop.webm,,B,,
3PA41K45VNVK6AE39FVERTFV8907PU,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3FIJLY1B6VVZ8NR3H0YR45N12PFPFA,A1PUHCEBSOWETV,Submitted,Tue May 07 12:13:55 PDT 2019,Tue May 07 12:14:42 PDT 2019,Fri May 10 12:14:42 PDT 2019,,,,47,100% (164/164),100% (164/164),100% (163/163),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00350_crop.webm,,B,,
37OPIVELUUUACVEDX5ZTSBFUNQWAHJ,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,36ZN444YTSP1XEHS38RXI2V38CEIOG,A2UUKFTD0VUX2S,Submitted,Tue May 07 12:16:53 PDT 2019,Tue May 07 12:23:47 PDT 2019,Fri May 10 12:23:47 PDT 2019,,,,414,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00400_crop.webm,,B,,
37OPIVELUUUACVEDX5ZTSBFUNQWAHJ,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,39N5ACM9HFEQ7D0QEEYZU91QZRMP9K,A3RYI5HXC2MJLN,Submitted,Tue May 07 12:16:31 PDT 2019,Tue May 07 12:21:53 PDT 2019,Fri May 10 12:21:53 PDT 2019,,,,322,100% (16/16),100% (16/16),100% (14/14),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00400_crop.webm,,B,,
37OPIVELUUUACVEDX5ZTSBFUNQWAHJ,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3VELCLL3GLAWRV81WYN13953Z9B1FK,AV6FHJCJQUINO,Submitted,Tue May 07 12:15:40 PDT 2019,Tue May 07 12:15:50 PDT 2019,Fri May 10 12:15:50 PDT 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00400_crop.webm,,B,,
3JMNNNO3B1V34IEYFPSENW6JQQH2W4,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,31JLPPHS2VLM7BZ9I5KAEWTEPUF3OZ,A9HVFM0YUY00Q,Submitted,Tue May 07 12:14:28 PDT 2019,Tue May 07 12:16:04 PDT 2019,Fri May 10 12:16:04 PDT 2019,,,,96,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00450_crop.webm,,B,,
3JMNNNO3B1V34IEYFPSENW6JQQH2W4,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3SB5N7Y3O4V2Y6JEBZPJ7PM5VW50GF,A16QYGJTBFR6WM,Submitted,Tue May 07 12:15:22 PDT 2019,Tue May 07 12:17:06 PDT 2019,Fri May 10 12:17:06 PDT 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00450_crop.webm,,B,,
3JMNNNO3B1V34IEYFPSENW6JQQH2W4,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3X08E93BHW9VFOGN1BWE4ZJ7ELN66J,A3W0C04EXOY12C,Submitted,Tue May 07 12:14:58 PDT 2019,Tue May 07 12:15:47 PDT 2019,Fri May 10 12:15:47 PDT 2019,,,,49,100% (15/15),100% (14/14),100% (14/14),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00450_crop.webm,,A,,
302U8RURJZSMEF3MBYL2TIQ3UC5VND,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3GS6S824SRO1GO1LRAVZ4446XD6NWC,A1F1BIPJR11LSR,Submitted,Tue May 07 12:15:42 PDT 2019,Tue May 07 12:19:48 PDT 2019,Fri May 10 12:19:48 PDT 2019,,,,246,100% (22/22),100% (22/22),100% (22/22),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00500_crop.webm,,B,,
302U8RURJZSMEF3MBYL2TIQ3UC5VND,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3JJVG1YBECO52WX4SJ3HN9RZWROB5U,A2Z9HR2IBD75R9,Submitted,Tue May 07 12:15:44 PDT 2019,Tue May 07 12:17:43 PDT 2019,Fri May 10 12:17:43 PDT 2019,,,,119,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00500_crop.webm,,B,,
302U8RURJZSMEF3MBYL2TIQ3UC5VND,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3JV9LGBJWU5N1NBXDKRUXQINTZKOGS,A9HVFM0YUY00Q,Submitted,Tue May 07 12:14:53 PDT 2019,Tue May 07 12:17:52 PDT 2019,Fri May 10 12:17:52 PDT 2019,,,,179,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00500_crop.webm,,B,,
3P458N04Q18ITIJOPUO0PFKQZSN2XX,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,39KFRKBFIOMNNEWX7QD04QPRYVBOYR,A3W0C04EXOY12C,Submitted,Tue May 07 12:16:02 PDT 2019,Tue May 07 12:16:26 PDT 2019,Fri May 10 12:16:26 PDT 2019,,,,24,100% (15/15),100% (14/14),100% (14/14),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00550_crop.webm,,A,,
3P458N04Q18ITIJOPUO0PFKQZSN2XX,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3CFVK00FWMCDY9JUOF2GTI144GC6LR,A1PUHCEBSOWETV,Submitted,Tue May 07 12:15:27 PDT 2019,Tue May 07 12:16:55 PDT 2019,Fri May 10 12:16:55 PDT 2019,,,,88,100% (164/164),100% (164/164),100% (163/163),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00550_crop.webm,,A,,
3P458N04Q18ITIJOPUO0PFKQZSN2XX,3OR5EJIUG3HL2QIBZQY80BLN9CQU9O,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Tue May 07 12:12:59 PDT 2019,3,BatchId:3634136;OriginalHitTemplateId:928390922;,480,259200,Sat May 11 12:12:59 PDT 2019,,,3Y9N9SS8LZ2V3E8KSW6U32HFLG9D3D,AA9Y4BEMJYWN1,Submitted,Tue May 07 12:15:32 PDT 2019,Tue May 07 12:16:06 PDT 2019,Fri May 10 12:16:06 PDT 2019,,,,34,100% (1/1),100% (1/1),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/spaceinvaders/spaceinvaders_00550_crop.webm,,B,,
