HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_A,Input.video_url_B,Answer.ranking,Answer.ranking.label,Approve,Reject
3JGHED38EDIEFO6402RX4K87BA37YF,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3CCZ6YKWR8AME3I7UZPLW3W98E0593,A12OPH1K545YJW,Submitted,Mon May 06 10:19:07 PDT 2019,Mon May 06 10:19:17 PDT 2019,Thu May 09 10:19:17 PDT 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00250_crop.webm,,B,,
3JGHED38EDIEFO6402RX4K87BA37YF,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3FIUS151DWTZ9AUZP1EMSH9L207GGL,A1PUHCEBSOWETV,Submitted,Mon May 06 10:17:11 PDT 2019,Mon May 06 10:17:41 PDT 2019,Thu May 09 10:17:41 PDT 2019,,,,30,100% (164/164),100% (164/164),100% (163/163),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00250_crop.webm,Not sure,,,
3B286OTISE863193L52E4OV9ZE0AJF,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3E13VNJ1NOMG1MARX6TM66IVFOHI1G,A2VIJIP92R2BWD,Submitted,Mon May 06 10:17:59 PDT 2019,Mon May 06 10:19:27 PDT 2019,Thu May 09 10:19:27 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00300_crop.webm,,B,,
3B286OTISE863193L52E4OV9ZE0AJF,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3WYGZ5XF3X6711Z9ASTIFNKHXSISKK,A1F1BIPJR11LSR,Submitted,Mon May 06 10:17:49 PDT 2019,Mon May 06 10:24:04 PDT 2019,Thu May 09 10:24:04 PDT 2019,,,,375,100% (22/22),100% (22/22),100% (22/22),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00300_crop.webm,,B,,
3B286OTISE863193L52E4OV9ZE0AJF,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3YMU66OBIOZD96PA97W4DHLMH0KGHK,AFDOCG0RZGSXU,Submitted,Mon May 06 10:17:12 PDT 2019,Mon May 06 10:23:17 PDT 2019,Thu May 09 10:23:17 PDT 2019,,,,365,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00300_crop.webm,,B,,
31ODACBENU6RPKZAXV8EMP11ZFYQSH,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3K3R2QNK8CU3ZI8MV0XT4FOP7VS9UO,ATBBPV37O4K6N,Submitted,Mon May 06 10:17:40 PDT 2019,Mon May 06 10:18:21 PDT 2019,Thu May 09 10:18:21 PDT 2019,,,,41,100% (2/2),100% (2/2),100% (1/1),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00350_crop.webm,,B,,
31ODACBENU6RPKZAXV8EMP11ZFYQSH,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3K772S5NP92FPSTJ3C6GDE0A4K5EH1,A1F1BIPJR11LSR,Submitted,Mon May 06 10:17:15 PDT 2019,Mon May 06 10:22:55 PDT 2019,Thu May 09 10:22:55 PDT 2019,,,,340,100% (22/22),100% (22/22),100% (22/22),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00350_crop.webm,,B,,
31ODACBENU6RPKZAXV8EMP11ZFYQSH,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3QIYRE09Y488FNLIUM6EBEEC1NBN11,A2VIJIP92R2BWD,Submitted,Mon May 06 10:18:45 PDT 2019,Mon May 06 10:22:44 PDT 2019,Thu May 09 10:22:44 PDT 2019,,,,239,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00350_crop.webm,,B,,
31KPKEKW4A44K5D95BS4HU0JINF0BT,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,34QN5IT0T0IN5RDWS1DVFC5770708O,AU2J5OINSGEGY,Submitted,Mon May 06 10:18:50 PDT 2019,Mon May 06 10:21:27 PDT 2019,Thu May 09 10:21:27 PDT 2019,,,,157,100% (10/10),100% (10/10),100% (10/10),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00400_crop.webm,,B,,
31KPKEKW4A44K5D95BS4HU0JINF0BT,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,35LDD5557BV436M4QVXW3ELB532KM2,A2LU259QPV1I4V,Submitted,Mon May 06 10:19:57 PDT 2019,Mon May 06 10:24:50 PDT 2019,Thu May 09 10:24:50 PDT 2019,,,,293,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00400_crop.webm,,B,,
31KPKEKW4A44K5D95BS4HU0JINF0BT,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3R2UR8A0IB7YN96N2URYLCIIWCWOXA,A1PUHCEBSOWETV,Submitted,Mon May 06 10:19:41 PDT 2019,Mon May 06 10:21:43 PDT 2019,Thu May 09 10:21:43 PDT 2019,,,,122,100% (164/164),100% (164/164),100% (163/163),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00400_crop.webm,,Not sure,,
3XJOUITW8UIS4KCPMVD4WUXN1YCQT6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,38JBBYETQP1LDG5OO5MXJPR6ZFKE4G,AY4GCLCTT32HD,Submitted,Mon May 06 10:18:37 PDT 2019,Mon May 06 10:18:46 PDT 2019,Thu May 09 10:18:46 PDT 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00450_crop.webm,,B,,
3XJOUITW8UIS4KCPMVD4WUXN1YCQT6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,39KFRKBFIOMNNEWX7QD04QPRYIOYOO,AKSJ3C5O3V9RB,Submitted,Mon May 06 10:17:11 PDT 2019,Mon May 06 10:21:48 PDT 2019,Thu May 09 10:21:48 PDT 2019,,,,277,100% (9/9),100% (9/9),100% (9/9),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00450_crop.webm,,B,,
3XJOUITW8UIS4KCPMVD4WUXN1YCQT6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3E4GGUZ1T9IEW2IBGDECO57DZYJK29,A1PUHCEBSOWETV,Submitted,Mon May 06 10:17:24 PDT 2019,Mon May 06 10:18:26 PDT 2019,Thu May 09 10:18:26 PDT 2019,,,,62,100% (164/164),100% (164/164),100% (163/163),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00450_crop.webm,,Not sure,,
3P7RGTLO6E41ELFL3Q2Q53VME30AKE,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3IHR8NYAM8SPA7UEXJ28D1QADMN4PS,AU2J5OINSGEGY,Submitted,Mon May 06 10:18:49 PDT 2019,Mon May 06 10:20:59 PDT 2019,Thu May 09 10:20:59 PDT 2019,,,,130,100% (10/10),100% (10/10),100% (10/10),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00500_crop.webm,,B,,
3P7RGTLO6E41ELFL3Q2Q53VME30AKE,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3T111IHZ5FHBJQG5R62OZ4150WPR93,A1O7ANSJ1IRGBR,Submitted,Mon May 06 10:19:42 PDT 2019,Mon May 06 10:21:28 PDT 2019,Thu May 09 10:21:28 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00500_crop.webm,,B,,
3P7RGTLO6E41ELFL3Q2Q53VME30AKE,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3WAKVUDHUX7ZLZKTG3Z9QJXJC547UA,AHLS6AZ1VTNH7,Submitted,Mon May 06 10:17:54 PDT 2019,Mon May 06 10:23:44 PDT 2019,Thu May 09 10:23:44 PDT 2019,,,,350,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00500_crop.webm,,A,,
3IQ9O0AYW6QFNMO69N8VNS61AOVTI6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,30IQTZXKALXDKSE409PNVBM0Y9EX0R,AFDOCG0RZGSXU,Submitted,Mon May 06 10:17:35 PDT 2019,Mon May 06 10:24:21 PDT 2019,Thu May 09 10:24:21 PDT 2019,,,,406,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00550_crop.webm,,B,,
3IQ9O0AYW6QFNMO69N8VNS61AOVTI6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,34QN5IT0T0IN5RDWS1DVFC5770608N,A1U9Z8XEYYMEB5,Submitted,Mon May 06 10:17:45 PDT 2019,Mon May 06 10:19:13 PDT 2019,Thu May 09 10:19:13 PDT 2019,,,,88,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00550_crop.webm,,B,,
3IQ9O0AYW6QFNMO69N8VNS61AOVTI6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:04 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:04 PDT 2019,,,3N2BF7Y2VRLD1GLWKAUZQM5JDMWHMT,A2AHXGFXPG6ZSR,Submitted,Mon May 06 10:17:32 PDT 2019,Mon May 06 10:18:40 PDT 2019,Thu May 09 10:18:40 PDT 2019,,,,68,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00550_crop.webm,,B,,
311HQEI8RS7EKEG9WOTGIRH9H477Z6,3KAKS2ULSFBL9XMGOUC30155QXQTMV,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Mon May 06 10:17:05 PDT 2019,3,BatchId:3632444;OriginalHitTemplateId:928390922;,600,259200,Fri May 10 10:17:05 PDT 2019,,,36U2A8VAG2Q4XNBI9YL7X98IEDEYK4,A1U9Z8XEYYMEB5,Submitted,Mon May 06 10:17:11 PDT 2019,Mon May 06 10:17:46 PDT 2019,Thu May 09 10:17:46 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/hero/hero_00600_crop.webm,,B,,
