HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_A,Input.video_url_B,Answer.ranking,Answer.ranking.label,Approve,Reject
3R868ACW4S3XD7RAPRXAO4U2HFYGZ7,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:33 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:33 PDT 2019,,,3J2UYBXQQM301DU8ZMGXVY9G2YW064,A147F5PJTHOB8A,Submitted,Thu May 09 09:45:23 PDT 2019,Thu May 09 09:50:26 PDT 2019,Sun May 12 09:50:26 PDT 2019,,,,303,100% (2/2),100% (2/2),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00250_crop.webm,,A,,
3R868ACW4S3XD7RAPRXAO4U2HFYGZ7,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:33 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:33 PDT 2019,,,3VSOLARPKC0J0OV3GG1SH6YPVBR39G,A2HWC65YAL6MHK,Submitted,Thu May 09 09:53:13 PDT 2019,Thu May 09 09:54:53 PDT 2019,Sun May 12 09:54:53 PDT 2019,,,,100,100% (1/1),100% (1/1),100% (1/1),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00250_crop.webm,B,,,
3S1WOPCJFGK9TEQF1A4007L0L16EJ3,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:33 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:33 PDT 2019,,,32KTQ2V7RE6KMA3DMY67D57VV25M9C,A23KAJRDVCVGOE,Submitted,Thu May 09 09:46:38 PDT 2019,Thu May 09 09:50:55 PDT 2019,Sun May 12 09:50:55 PDT 2019,,,,257,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00300_crop.webm,,B,,
3S1WOPCJFGK9TEQF1A4007L0L16EJ3,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:33 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:33 PDT 2019,,,3CP1TO84PUSBEJX89QA6MGOV31625B,A3O1I9MATO3ZZN,Submitted,Thu May 09 09:47:30 PDT 2019,Thu May 09 09:49:18 PDT 2019,Sun May 12 09:49:18 PDT 2019,,,,108,100% (33/33),100% (33/33),100% (33/33),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00300_crop.webm,,A,,
3S1WOPCJFGK9TEQF1A4007L0L16EJ3,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:33 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:33 PDT 2019,,,3MX2NQ3YCALCFZ05XFVZC6IRGA5X5F,A147F5PJTHOB8A,Submitted,Thu May 09 09:45:14 PDT 2019,Thu May 09 09:47:50 PDT 2019,Sun May 12 09:47:50 PDT 2019,,,,156,100% (2/2),100% (2/2),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00300_crop.webm,,A,,
3Z3R5YC0P3EVDVMG8F2AKVT9V4CTF5,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,37ZHEEHM6XDFM57A1J383A7J0L0371,A1F1BIPJR11LSR,Submitted,Thu May 09 09:45:41 PDT 2019,Thu May 09 09:48:43 PDT 2019,Sun May 12 09:48:43 PDT 2019,,,,182,100% (27/27),100% (27/27),100% (27/27),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00350_crop.webm,,B,,
3Z3R5YC0P3EVDVMG8F2AKVT9V4CTF5,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3ZPBJO59KQSAXMFJ7HVW7WIP51LHDF,A6GS1C9J3ARSB,Submitted,Thu May 09 09:46:54 PDT 2019,Thu May 09 09:47:24 PDT 2019,Sun May 12 09:47:24 PDT 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00350_crop.webm,,A,,
3Z3R5YC0P3EVDVMG8F2AKVT9V4CTF5,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3ZSY5X72NY2EQDKBTVL6WUWUWOQROJ,A23SWD88JBWOTV,Submitted,Thu May 09 09:46:55 PDT 2019,Thu May 09 09:48:40 PDT 2019,Sun May 12 09:48:40 PDT 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00350_crop.webm,,B,,
3VMV5CHJZ861RVIBJZ8S2GTLWJCTG4,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3FTYUGLFSVCYHTVO6FUNIZFZ0SX5DP,A2LU259QPV1I4V,Submitted,Thu May 09 09:53:03 PDT 2019,Thu May 09 09:57:03 PDT 2019,Sun May 12 09:57:03 PDT 2019,,,,240,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00400_crop.webm,,B,,
3VMV5CHJZ861RVIBJZ8S2GTLWJCTG4,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3HRMW88U17H2QGF0M2NEKU62SYB0ME,A17WS5TP6OPH7R,Submitted,Thu May 09 09:45:31 PDT 2019,Thu May 09 09:47:52 PDT 2019,Sun May 12 09:47:52 PDT 2019,,,,141,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00400_crop.webm,,B,,
3VMV5CHJZ861RVIBJZ8S2GTLWJCTG4,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3TAYZSBPLMZCKLVJLMNEFRYNHLCS21,A23KAJRDVCVGOE,Submitted,Thu May 09 09:45:18 PDT 2019,Thu May 09 09:47:11 PDT 2019,Sun May 12 09:47:11 PDT 2019,,,,113,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00400_crop.webm,,B,,
3HKIF5DF6YOI7G9XLT3BBGS92C99GK,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,30H4UDGLT395EXJK3N24ZV7A06NMP7,A9HVFM0YUY00Q,Submitted,Thu May 09 09:46:54 PDT 2019,Thu May 09 09:48:35 PDT 2019,Sun May 12 09:48:35 PDT 2019,,,,101,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00450_crop.webm,,A,,
3HKIF5DF6YOI7G9XLT3BBGS92C99GK,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3BDCF01OGYLFHTT0UYX8C9LX460YLB,A298J6JKK4Q2XN,Submitted,Thu May 09 09:46:51 PDT 2019,Thu May 09 09:49:57 PDT 2019,Sun May 12 09:49:57 PDT 2019,,,,186,100% (24/24),100% (23/23),100% (23/23),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00450_crop.webm,,B,,
3HKIF5DF6YOI7G9XLT3BBGS92C99GK,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3OXV7EAXLFHWI5T5I9YGXW7N5AG635,A22G7GBPIVCC9X,Submitted,Thu May 09 09:45:55 PDT 2019,Thu May 09 09:46:04 PDT 2019,Sun May 12 09:46:04 PDT 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00450_crop.webm,,A,,
39WSF6KUV2CNUPHCHNW5832MKVGOEW,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,33JKGHPFYDL5BC77N8PCV62F0RONME,A1ET2J1PIP0RGO,Submitted,Thu May 09 09:51:28 PDT 2019,Thu May 09 09:52:42 PDT 2019,Sun May 12 09:52:42 PDT 2019,,,,74,100% (20/20),100% (20/20),100% (20/20),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00500_crop.webm,,B,,
39WSF6KUV2CNUPHCHNW5832MKVGOEW,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3OLQQLKKNTGBGYO9RC91PRGPI5TJEI,A2LU259QPV1I4V,Submitted,Thu May 09 09:54:36 PDT 2019,Thu May 09 09:57:56 PDT 2019,Sun May 12 09:57:56 PDT 2019,,,,200,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00500_crop.webm,,A,,
39WSF6KUV2CNUPHCHNW5832MKVGOEW,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3Q8GYXHFEQTOC1PA6JZCYTXHFSIC5T,A298J6JKK4Q2XN,Submitted,Thu May 09 09:45:27 PDT 2019,Thu May 09 09:46:56 PDT 2019,Sun May 12 09:46:56 PDT 2019,,,,89,100% (24/24),100% (23/23),100% (23/23),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00500_crop.webm,,A,,
3FVBZG9CLJ5EBIGV5320353HE8SH0F,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3M0NZ3JDP2P1KU0KYXJK9RY2OA45ZL,A3F9N2P4NUUR7S,Submitted,Thu May 09 09:45:51 PDT 2019,Thu May 09 09:47:10 PDT 2019,Sun May 12 09:47:10 PDT 2019,,,,79,100% (27/27),100% (27/27),100% (26/26),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00550_crop.webm,,Not sure,,
3FVBZG9CLJ5EBIGV5320353HE8SH0F,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3OE22WJIGJF9RHP8C28FQAEEIOCUQY,A1IXH2QLUU5BKZ,Submitted,Thu May 09 09:47:18 PDT 2019,Thu May 09 09:48:00 PDT 2019,Sun May 12 09:48:00 PDT 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00550_crop.webm,,B,,
3FVBZG9CLJ5EBIGV5320353HE8SH0F,3TAPATTOAZHPGW1BDZD865ZH2CJC9W,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.15,Thu May 09 09:44:34 PDT 2019,3,BatchId:3636677;OriginalHitTemplateId:928390922;,420,259200,Mon May 13 09:44:34 PDT 2019,,,3PW9OPU9PRBCQ1WP838UJQBERL012R,A2B227N1NQYS56,Submitted,Thu May 09 09:44:55 PDT 2019,Thu May 09 09:51:29 PDT 2019,Sun May 12 09:51:29 PDT 2019,,,,394,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/beamrider/beamrider_00550_crop.webm,,A,,
