HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_A,Input.video_url_B,Answer.ranking,Answer.ranking.label,Approve,Reject
3RIHDBQ1NEPBEWN2U8PY12AUGKRHM5,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3FTOP5WARGFCP89FJ5AM42ELLQ7J0P,A1EAA48IFG15PX,Submitted,Tue Apr 30 13:16:18 PDT 2019,Tue Apr 30 13:17:21 PDT 2019,Fri May 03 13:17:21 PDT 2019,,,,63,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00350_crop.webm,,B,,
3RIHDBQ1NEPBEWN2U8PY12AUGKRHM5,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3I3WADAZ9RVPLQMDWO83TTRY1SS5OF,A2EELTS09HUTSF,Submitted,Tue Apr 30 13:15:39 PDT 2019,Tue Apr 30 13:15:44 PDT 2019,Fri May 03 13:15:44 PDT 2019,,,,5,100% (1/1),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00350_crop.webm,,A,,
3S4TINXCC0EPNM5S7WUF7VW1G71OBB,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3KAKFY4PGVTCBPO6KA75UZXSBN2I37,A33HZKTI0VMYI7,Submitted,Tue Apr 30 13:17:18 PDT 2019,Tue Apr 30 13:18:32 PDT 2019,Fri May 03 13:18:32 PDT 2019,,,,74,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00400_crop.webm,,B,,
3S4TINXCC0EPNM5S7WUF7VW1G71OBB,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3WYP994K18IXY8QT7UR6NQ30BX06Y5,AIWX8CTWASWI7,Submitted,Tue Apr 30 13:13:49 PDT 2019,Tue Apr 30 13:14:11 PDT 2019,Fri May 03 13:14:11 PDT 2019,,,,22,100% (12/12),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00400_crop.webm,,B,,
3LCXHSGDLTX2SH95O4DES8CNGTHESY,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,304SM51WA4V68YVF4FGPGK1R8DHBSJ,AIWX8CTWASWI7,Submitted,Tue Apr 30 13:16:08 PDT 2019,Tue Apr 30 13:16:24 PDT 2019,Fri May 03 13:16:24 PDT 2019,,,,16,100% (12/12),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00450_crop.webm,,B,,
3LCXHSGDLTX2SH95O4DES8CNGTHESY,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,30X31N5D64H1POQNY1GTL9HLQVTSA2,A2S96ZZ70YFPSK,Submitted,Tue Apr 30 13:13:20 PDT 2019,Tue Apr 30 13:14:29 PDT 2019,Fri May 03 13:14:29 PDT 2019,,,,69,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00450_crop.webm,,B,,
3KI0JD2ZU19CW4WYUJW5LTOECHG76J,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,32N49TQG3H9HHG7RSWLYWW1SPZQAVS,AIWX8CTWASWI7,Submitted,Tue Apr 30 13:15:51 PDT 2019,Tue Apr 30 13:16:09 PDT 2019,Fri May 03 13:16:09 PDT 2019,,,,18,100% (12/12),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00500_crop.webm,,B,,
3KI0JD2ZU19CW4WYUJW5LTOECHG76J,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3A1PQ49WVI8G5RZ7ROB16UHGDQ9H1L,A389I26USTXSZC,Submitted,Tue Apr 30 13:16:20 PDT 2019,Tue Apr 30 13:16:46 PDT 2019,Fri May 03 13:16:46 PDT 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00500_crop.webm,,B,,
3ZTE0JGGCEJ8XRXYLWQAIF2JYS1OCI,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,36ZN444YTSP1XEHS38RXI2V36EYOI8,A1EAA48IFG15PX,Submitted,Tue Apr 30 13:16:21 PDT 2019,Tue Apr 30 13:17:51 PDT 2019,Fri May 03 13:17:51 PDT 2019,,,,90,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00550_crop.webm,,A,,
3ZTE0JGGCEJ8XRXYLWQAIF2JYS1OCI,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3L4PIM1GQU7QKRODZIU4YLUW7KFYRW,A23AP978617EJS,Submitted,Tue Apr 30 13:16:00 PDT 2019,Tue Apr 30 13:16:11 PDT 2019,Fri May 03 13:16:11 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00550_crop.webm,,B,,
36D1BWBEHNS7Z6KKBNMREY4SR19M2S,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,34T446B1C15PHU399DT0HY1QV610CV,A33HZKTI0VMYI7,Submitted,Tue Apr 30 13:20:39 PDT 2019,Tue Apr 30 13:25:44 PDT 2019,Fri May 03 13:25:44 PDT 2019,,,,305,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00600_crop.webm,,B,,
36D1BWBEHNS7Z6KKBNMREY4SR19M2S,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3E337GFOLAZ5J2BLC5RHI1II1R1GNT,A2CR1GIBUQ88QM,Submitted,Tue Apr 30 13:16:14 PDT 2019,Tue Apr 30 13:16:27 PDT 2019,Fri May 03 13:16:27 PDT 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00600_crop.webm,,B,,
3CZH926SIC5JQW7UY3HWU5WH2DE4EH,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3FE7TXL1LJE075G6TIY9KRJMWJJ2QJ,AXK0ZFWBIV0PW,Submitted,Tue Apr 30 13:16:16 PDT 2019,Tue Apr 30 13:16:42 PDT 2019,Fri May 03 13:16:42 PDT 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,,B,,
3CZH926SIC5JQW7UY3HWU5WH2DE4EH,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3VSOLARPKC0J0OV3GG1SH6YPSXC396,AIWX8CTWASWI7,Submitted,Tue Apr 30 13:12:53 PDT 2019,Tue Apr 30 13:13:21 PDT 2019,Fri May 03 13:13:21 PDT 2019,,,,28,100% (12/12),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050_crop.webm,,B,,
3H781YYV6T937HMKD4I42D89ICVETN,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3C44YUNSI2G2A3D7QU31G5KGOEIPDK,A3RYI5HXC2MJLN,Submitted,Tue Apr 30 13:12:21 PDT 2019,Tue Apr 30 13:14:34 PDT 2019,Fri May 03 13:14:34 PDT 2019,,,,133,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150_crop.webm,,B,,
3H781YYV6T937HMKD4I42D89ICVETN,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3P1L2B7AD2G3NFPYOBOAAINVNIPLOG,A2VLQ09XI2IIZ5,Submitted,Tue Apr 30 13:13:24 PDT 2019,Tue Apr 30 13:13:47 PDT 2019,Fri May 03 13:13:47 PDT 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150_crop.webm,,A,,
33KMQD9OFJ5V04A3DT1XR7OA7S077I,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3AMW0RGHOETBWF4KFOH4CAWA2INPN5,A3TTNGV1Y7ZZP7,Submitted,Tue Apr 30 13:15:35 PDT 2019,Tue Apr 30 13:16:41 PDT 2019,Fri May 03 13:16:41 PDT 2019,,,,66,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00200_crop.webm,,B,,
33KMQD9OFJ5V04A3DT1XR7OA7S077I,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3QAVNHZ3ENVELBVXESJS9N3QY1QLAM,AIBX0FFXVGV3G,Submitted,Tue Apr 30 13:20:31 PDT 2019,Tue Apr 30 13:21:40 PDT 2019,Fri May 03 13:21:40 PDT 2019,,,,69,100% (3/3),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00200_crop.webm,,B,,
3CIS7GGG65AI7U19D98E79UB1Q2EUE,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3JAOYWH7VJV0GSLSMM5SDSS6SJ69LT,A2CR1GIBUQ88QM,Submitted,Tue Apr 30 13:16:13 PDT 2019,Tue Apr 30 13:16:26 PDT 2019,Fri May 03 13:16:26 PDT 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00250_crop.webm,,A,,
3CIS7GGG65AI7U19D98E79UB1Q2EUE,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3L2IS5HSFB9OOKCGWAGYMGJ9AZDUN4,A1R3AG41BKW22B,Submitted,Tue Apr 30 13:13:19 PDT 2019,Tue Apr 30 13:15:58 PDT 2019,Fri May 03 13:15:58 PDT 2019,,,,159,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00250_crop.webm,,B,,
356TQKY9XFOZ0IFMNYT357K5IC6785,37AIU3VBY8FJNU8SYC9HB3KL9GCRXZ,Help a robot learn to play a video game,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.05,Tue Apr 30 13:11:56 PDT 2019,2,BatchId:3626406;OriginalHitTemplateId:928390922;,420,259200,Sat May 04 13:11:56 PDT 2019,,,3HPZF4IVNNKMEPZUHL499QVA7JDYCR,A33HZKTI0VMYI7,Submitted,Tue Apr 30 13:17:07 PDT 2019,Tue Apr 30 13:18:09 PDT 2019,Fri May 03 13:18:09 PDT 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100_crop.webm,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00300_crop.webm,,B,,
